Metrics;LoadPoint;Bandwidth;src;dest;;rep1;rep2;rep3;rep4;rep5;rep6;rep7;rep8;rep9;rep10;;
blocking probabilities per pair and bandwidth;5;400.0Gbps;2;11; ;0.196721311;0.189655172;0.17721519;0.144578313;0.151162791;0.197530864;0.134146341;0.256756757;0.139240506;0.146666667;;
blocking probabilities per pair and bandwidth;5;400.0Gbps;5;14; ;0.035714286;0.038961039;0.024390244;0.020618557;0.010989011;0.077922078;0.022727273;0.01754386;0.06741573;0.02247191;;
blocking probabilities per pair and bandwidth;5;400.0Gbps;7;6; ;0.028169014;0;0.034883721;0.025974026;0.056338028;0.014084507;0.042553191;0.027027027;0;0.010869565;;
blocking probabilities per pair and bandwidth;5;400.0Gbps;1;4; ;0.0875;0.126984127;0.17721519;0.129032258;0.0875;0.088607595;0.178571429;0.085714286;0.064516129;0.119402985;;
blocking probabilities per pair and bandwidth;5;400.0Gbps;2;5; ;0.04494382;0.108108108;0.044444444;0.063291139;0.063492063;0.067567568;0.075949367;0.066666667;0.027777778;0.077777778;;
blocking probabilities per pair and bandwidth;5;400.0Gbps;5;3; ;0.053191489;0.024096386;0.022988506;0.0625;0.025974026;0.027027027;0.072463768;0.047619048;0.051724138;0.052083333;;
blocking probabilities per pair and bandwidth;5;400.0Gbps;6;3; ;0.063291139;0.090909091;0.036585366;0.115942029;0.036144578;0.067567568;0.094117647;0.058823529;0.039473684;0;;
blocking probabilities per pair and bandwidth;5;400.0Gbps;6;13; ;0.011363636;0.011764706;0.025316456;0;0;0.037037037;0.02173913;0.011363636;0.014285714;0.012987013;;
blocking probabilities per pair and bandwidth;5;400.0Gbps;14;2; ;0.160493827;0.2;0.1125;0.236842105;0.154761905;0.159090909;0.193181818;0.074626866;0.139240506;0.151898734;;
blocking probabilities per pair and bandwidth;5;400.0Gbps;1;12; ;0.109375;0.150537634;0.19047619;0.14893617;0.12371134;0.134831461;0.028985507;0.17721519;0.126436782;0.093023256;;
blocking probabilities per pair and bandwidth;5;400.0Gbps;14;10; ;0.071428571;0.041666667;0.0125;0.044444444;0.012987013;0.054945055;0.041666667;0.060606061;0.056818182;0.08;;
blocking probabilities per pair and bandwidth;5;400.0Gbps;8;13; ;0.0625;0.054054054;0.051282051;0.011904762;0.088235294;0.024691358;0.070588235;0.057971014;0.044444444;0.091954023;;
blocking probabilities per pair and bandwidth;5;400.0Gbps;11;3; ;0.1;0.090909091;0.084507042;0.088607595;0.159090909;0.103896104;0.09375;0.216216216;0.109756098;0.164705882;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
blocking probabilities lack of transponder per pair;1;all;8;14; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;13;12; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;2;13; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;13;4; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;6;7; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;11;7; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;6;14; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;8;1; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;11;2; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;10;14; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;7;9; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;4;7; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;8;11; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;12;9; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;12;5; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;5;9; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;13;9; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;9;5; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;8;3; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;9;2; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;4;3; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;11;13; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;5;7; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;5;11; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;13;7; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;11;4; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;12;7; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;3;13; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;14;11; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;7;5; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;14;6; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;12;4; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;13;14; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;9;4; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;13;1; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;2;1; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;10;9; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;7;10; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;9;3; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;8;2; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;2;8; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;2;6; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;4;10; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;8;7; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;3;12; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;1;14; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;8;4; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;9;6; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;6;1; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;2;10; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;5;10; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;12;13; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;12;3; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;8;5; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;11;14; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;1;9; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;6;12; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;3;9; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;11;6; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;10;7; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;9;1; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;12;2; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;2;12; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;1;5; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;3;4; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;9;11; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;10;12; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;3;11; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;4;6; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;5;13; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;14;1; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;14;7; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;1;8; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;12;11; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;5;6; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;12;14; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;10;3; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;11;10; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;5;8; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;10;4; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;4;1; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;11;8; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;13;2; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;7;14; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;11;5; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;1;7; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;4;2; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;4;5; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;13;10; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;1;6; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;9;12; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;13;11; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;5;4; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;6;8; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;6;9; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;1;2; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;5;1; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;13;5; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;12;1; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;2;14; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;9;8; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;11;1; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;3;8; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;4;11; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;8;10; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;1;11; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;14;12; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;6;5; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;13;6; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;8;9; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;5;2; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;6;11; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;3;14; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;9;7; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;10;5; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;6;2; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;6;4; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;10;1; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;4;8; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;14;13; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;7;3; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;7;1; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;1;3; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;11;12; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;6;10; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;10;2; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;3;2; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;4;12; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;2;7; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;14;8; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;1;13; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;4;9; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;10;11; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;14;4; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;7;12; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;4;14; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;3;5; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;2;9; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;8;12; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;13;3; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;2;3; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;5;12; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;13;8; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;1;10; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;11;9; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;12;6; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;7;8; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;8;6; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;7;11; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;3;1; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;4;13; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;7;4; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;3;7; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;10;8; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;9;14; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;3;10; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;14;3; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;3;6; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;9;10; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;14;9; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;9;13; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;12;10; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;12;8; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;7;2; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;7;13; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;10;6; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;10;13; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;2;4; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;14;5; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;2;11; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;5;14; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;7;6; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;1;4; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;2;5; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;5;3; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;6;3; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;6;13; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;14;2; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;1;12; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;14;10; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;8;13; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;1;all;11;3; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;8;14; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;13;12; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;2;13; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;13;4; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;6;7; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;11;7; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;6;14; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;8;1; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;11;2; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;10;14; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;7;9; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;4;7; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;8;11; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;12;9; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;12;5; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;5;9; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;13;9; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;9;5; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;8;3; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;9;2; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;4;3; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;11;13; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;5;7; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;5;11; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;13;7; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;11;4; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;12;7; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;3;13; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;14;11; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;7;5; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;14;6; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;12;4; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;13;14; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;9;4; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;13;1; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;2;1; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;10;9; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;7;10; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;9;3; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;8;2; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;2;8; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;2;6; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;4;10; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;8;7; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;3;12; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;1;14; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;8;4; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;9;6; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;6;1; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;2;10; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;5;10; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;12;13; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;12;3; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;8;5; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;11;14; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;1;9; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;6;12; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;3;9; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;11;6; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;10;7; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;9;1; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;12;2; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;2;12; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;1;5; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;3;4; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;9;11; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;10;12; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;3;11; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;4;6; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;5;13; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;14;1; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;14;7; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;1;8; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;12;11; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;5;6; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;12;14; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities lack of transponder per pair;2;all;10;3; ;0;0;0;0;0;0;0;0;0;0;;
